CHANNEL,SHOCK,HORIZON_MONTHS,ARCHITECTURE_COLUMN,MODEL_STATUS,COEFFICIENT,STANDARD_ERROR,T_STATISTIC,P_VALUE,CI_LOWER_95,CI_UPPER_95,N_OBSERVATIONS,N_ETFS,N_DATES,COVARIANCE_METHOD,MONTH_FE,COVARIANCE_STATUS,TARGET_VARIANCE,NEGATIVE_DIAGONAL_COUNT,ZERO_DIAGONAL_COUNT,NONFINITE_COV_ELEMENTS,MIN_COV_EIGENVALUE,REGRESSORS,DESIGN_RANK,N_REGRESSORS,CONDITION_NUMBER,WITHIN_ITERATIONS,WITHIN_CONVERGENCE,DF_INFERENCE
GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,0,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,-0.0016738696249662746,0.002081015824471244,-0.8043521847757119,0.4221936299801669,-0.005778594238839878,0.002430854988907329,965,13,192,DATE_CLUSTER,False,VALID,4.330626861699733e-06,0,0,0,1.0860562442184987e-07,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,50.650017732853755,1,1.0734073388344778e-16,191
GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,3,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,-0.0015737414709840374,0.0046223876799906406,-0.34046072721170456,0.7338897224104132,-0.010692153197024528,0.007544670255056452,926,13,189,DK,False,VALID,2.1366467864129256e-05,0,0,0,3.0053169612483783e-06,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,50.85811930891045,1,7.12173300893459e-17,188
GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,6,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,-0.007897861584362719,0.00613598024943967,-1.287139342582457,0.1996537971296763,-0.020003352609025884,0.004207629440300446,887,13,186,DK,False,VALID,3.765025362151372e-05,0,0,0,2.7440009216007854e-06,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,50.79625616725498,1,7.547513910360421e-17,185
GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,9,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,-0.006073490830437642,0.0054581052212102415,-1.1127471135653464,0.2672846266143308,-0.016842791334831526,0.004695809673956243,848,13,183,DK,False,VALID,2.9790912605802496e-05,0,0,0,4.952639192688441e-06,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,50.367756929134686,1,9.511521549412455e-17,182
GROWTH_DURATION_EXPOSURE_FINAL,CPU_VIX_CONTINUOUS,12,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,-0.007743797462514387,0.006449975042047417,-1.2005933995143447,0.23149535732621163,-0.020471568261128444,0.004983973336099669,809,13,180,DK,False,VALID,4.160217804303457e-05,0,0,0,7.346159495689229e-06,CPU_Z|VIX_LEVEL_Z|CPU_X_VIX|CPU_X_ARCH|VIX_X_ARCH|CPU_VIX_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,52.31308271327045,1,9.757337089103662e-17,179
GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,0,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,-0.01287492024523637,0.006772394614494727,-1.901088311906783,0.058796091263410136,-0.026233211202031384,0.00048337071155864393,965,13,192,DATE_CLUSTER,False,VALID,4.586532881443718e-05,0,0,0,6.927686241215567e-07,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,25.839362058115444,1,1.2313121161710608e-16,191
GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,3,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,-0.0141235593758683,0.01702531061595532,-0.8295625081067458,0.40783826890768304,-0.047708754454166655,0.01946163570243005,926,13,189,DK,False,VALID,0.00028986120156976086,0,0,0,1.5790768326104e-05,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,25.924386479104825,1,9.996203528954906e-17,188
GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,6,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,-0.02212655797857088,0.02355186691738722,-0.9394821249705643,0.3487082730907527,-0.0685913283970428,0.024338212439901034,887,13,186,DK,False,VALID,0.0005546904352943186,0,0,0,1.128536517598787e-05,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,25.97324755128337,1,9.41248832602162e-17,185
GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,9,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,0.007053540672033885,0.01883146201458901,0.37456150067208815,0.7084226722251038,-0.03010251718190758,0.04420959852597535,848,13,183,DK,False,VALID,0.00035462396160690883,0,0,0,2.1850331453926452e-05,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,26.039933188616377,1,9.504975423088015e-17,182
GROWTH_DURATION_EXPOSURE_FINAL,CPU_AND_VIX_STRESS,12,GROWTH_DURATION_EXPOSURE_FINAL_MAIN,RELIABLE_ESTIMATE,0.011056396433652456,0.018192394068202444,0.6077482926217702,0.5441246997558523,-0.02484275363571682,0.046955546503021736,809,13,180,DK,False,VALID,0.0003309632019327675,0,0,0,1.809188989582081e-05,HIGH_CPU_REGIME|HIGH_VIX_REGIME|JV_AB|JV_A_X_ARCH|JV_B_X_ARCH|JV_AB_X_ARCH|MARKET_RETURN|ENERGY_RETURN|TREASURY_RETURN|VIX_CHANGE,10,10,26.661380399764568,1,7.4518059625644e-17,179
