MODEL_FAMILY,CHANNEL,OUTCOME,HORIZON,FOCAL_TERM,STATUS,N_OBS,N_ETFS,N_DATES,COEFFICIENT,STD_ERROR,T_STAT,P_VALUE,CI_LOW_95,CI_HIGH_95,R_SQUARED_WITHIN_TRANSFORMED,P_HOLM_FAMILY,Q_BH_FAMILY
EXTREME_CPU_RECOVERY,PORTFOLIO_CONCENTRATION,CUM_RETURN_LEAD3,3,EXTREME_CPU_X_PORTFOLIO_CONCENTRATION,OK,4313,48,189,0.0074607942150760505,0.00482651622910959,1.545792837094104,0.12215460749916962,-0.001999177593978746,0.016920766024130847,0.006035493397052671,0.8550822524941873,0.16287280999889284
EXTREME_CPU_RECOVERY,PORTFOLIO_CONCENTRATION,CUM_RETURN_LEAD6,6,EXTREME_CPU_X_PORTFOLIO_CONCENTRATION,OK,4169,48,186,0.022587933279289957,0.00775422889772241,2.912982525693114,0.0035799463375468707,0.0073896446397540335,0.03778622191882588,0.009245270232254299,0.05369919506320306,0.008591871210112489
EXTREME_CPU_RECOVERY,PORTFOLIO_CONCENTRATION,CUM_RETURN_LEAD12,12,EXTREME_CPU_X_PORTFOLIO_CONCENTRATION,OK,3881,48,180,0.0231149821328247,0.010374076826579608,2.2281483470029246,0.025870624196425367,0.002781791552728667,0.04344817271292073,0.009071709534950845,0.28457686616067907,0.04434964147958634
JOINT_STRESS_RECOVERY,PORTFOLIO_CONCENTRATION,ETF_RETURN,0,JOINT_STRESS_X_PORTFOLIO_CONCENTRATION,OK,4418,48,192,-0.0009206356091558566,0.0028863979454148707,-0.31895657721705134,0.7497594406492802,-0.006577975582169003,0.00473670436385729,0.002687620479405184,1.0,0.9470645566096172
JOINT_STRESS_RECOVERY,PORTFOLIO_CONCENTRATION,CUM_RETURN_LEAD3,3,JOINT_STRESS_X_PORTFOLIO_CONCENTRATION,OK,4313,48,189,0.005439346610984863,0.005992288485970919,0.9077244234351204,0.36402383681499373,-0.006305538821518138,0.017184232043487863,0.005299261259119947,1.0,0.9112728169373054
JOINT_STRESS_RECOVERY,PORTFOLIO_CONCENTRATION,CUM_RETURN_LEAD6,6,JOINT_STRESS_X_PORTFOLIO_CONCENTRATION,OK,4169,48,186,0.010798433192368955,0.010039857778587024,1.075556390390292,0.2821256998572099,-0.008879688053661612,0.03047655443839952,0.006341052756992704,1.0,0.9112728169373054
JOINT_STRESS_RECOVERY,PORTFOLIO_CONCENTRATION,CUM_RETURN_LEAD12,12,JOINT_STRESS_X_PORTFOLIO_CONCENTRATION,OK,3881,48,180,-0.0018250421139577582,0.012045042382541808,-0.1515181147559091,0.8795670222946878,-0.0254333251837397,0.021783240955824183,0.008110859976268259,1.0,0.9993658473507814
CPU_PRICING,FINANCIAL_ARCHITECTURE_RISK,ETF_RETURN,0,CPU_X_FINANCIAL_ARCHITECTURE_RISK,OK,4418,48,192,0.000993135221401221,0.0012540934374766757,0.7919148539677227,0.4284103252293029,-0.0014648879160530633,0.0034511583588555054,0.0033565863819421393,1.0,0.8159372443448609
CONTINUOUS_STRESS_ACTIVATION,FINANCIAL_ARCHITECTURE_RISK,ETF_RETURN,0,CPU_VIX_X_FINANCIAL_ARCHITECTURE_RISK,OK,4418,48,192,-0.0020690412514497306,0.0017973709558664881,-1.1511487067800503,0.2496710629637131,-0.005591888324948047,0.0014538058220485862,0.0063193768591521815,1.0,0.4252743614608106
JOINT_STRESS_ACTIVATION,FINANCIAL_ARCHITECTURE_RISK,ETF_RETURN,0,JOINT_STRESS_X_FINANCIAL_ARCHITECTURE_RISK,OK,4418,48,192,-3.4970603221689803e-06,0.004399966079031929,-0.0007947925641595845,0.9993658473507814,-0.00862743057522475,0.008620436454580412,0.002619845727248493,1.0,0.9993658473507814
EXTREME_CPU_RECOVERY,FINANCIAL_ARCHITECTURE_RISK,ETF_RETURN,0,EXTREME_CPU_X_FINANCIAL_ARCHITECTURE_RISK,OK,4418,48,192,0.00613098569648859,0.004142235344052288,1.4801152487127245,0.13884249279559593,-0.001987795577853893,0.014249766970831072,0.0066374106959522505,0.8550822524941873,0.17537999089970013
EXTREME_CPU_RECOVERY,FINANCIAL_ARCHITECTURE_RISK,CUM_RETURN_LEAD3,3,EXTREME_CPU_X_FINANCIAL_ARCHITECTURE_RISK,OK,4313,48,189,0.029224080241597363,0.009567019920943172,3.05466911149865,0.00225308950176176,0.010472721196548747,0.04797543928664598,0.02630769562318125,0.03604943202818816,0.006008238671364693
EXTREME_CPU_RECOVERY,FINANCIAL_ARCHITECTURE_RISK,CUM_RETURN_LEAD6,6,EXTREME_CPU_X_FINANCIAL_ARCHITECTURE_RISK,OK,4169,48,186,0.0631169955385483,0.017403451980324815,3.626694038050852,0.00028707311365471004,0.029006229657111665,0.09722776141998493,0.03589075734763858,0.00516731604578478,0.0009842506753875771
