TIMESTAMP_UTC,CIK10,ATTEMPT_IN_RUN,STARTED_AT_UTC,HTTP_STATUS,SUCCESS,ERROR,URL
2026-07-12T13:28:42.433274+00:00,0000059527,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000059527.json
2026-07-12T13:28:43.727597+00:00,0000804328,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000804328.json
2026-07-12T13:28:44.650414+00:00,0001327567,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001327567.json
2026-07-12T13:28:45.703919+00:00,0000018926,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000018926.json
2026-07-12T13:28:46.404610+00:00,0001477333,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001477333.json
2026-07-12T13:28:47.493325+00:00,0000831641,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000831641.json
2026-07-12T13:28:48.798798+00:00,0000766704,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000766704.json
2026-07-12T13:28:50.076965+00:00,0000315189,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000315189.json
2026-07-12T13:28:51.251421+00:00,0000351569,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000351569.json
2026-07-12T13:28:52.301802+00:00,0001043219,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001043219.json
2026-07-12T13:28:52.981898+00:00,0001711279,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001711279.json
2026-07-12T13:28:53.968354+00:00,0001280452,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001280452.json
2026-07-12T13:28:55.334077+00:00,0000006281,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000006281.json
2026-07-12T13:28:56.249495+00:00,0001067701,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001067701.json
2026-07-12T13:28:57.253342+00:00,0001166691,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001166691.json
2026-07-12T13:28:58.073591+00:00,0001673358,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001673358.json
2026-07-12T13:28:58.949095+00:00,0001713683,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001713683.json
2026-07-12T13:29:00.769362+00:00,0000037785,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000037785.json
2026-07-12T13:29:02.046184+00:00,0000927653,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000927653.json
2026-07-12T13:29:03.783123+00:00,0000318154,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000318154.json
2026-07-12T13:29:04.888906+00:00,0001156375,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001156375.json
2026-07-12T13:29:05.876729+00:00,0000712515,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000712515.json
2026-07-12T13:29:07.043265+00:00,0000883241,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000883241.json
2026-07-12T13:29:08.135816+00:00,0001002047,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001002047.json
2026-07-12T13:29:09.174582+00:00,0001001250,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001001250.json
2026-07-12T13:29:10.213857+00:00,0000056679,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000056679.json
2026-07-12T13:29:10.851032+00:00,0001792789,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001792789.json
2026-07-12T13:29:12.035740+00:00,0001053507,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001053507.json
2026-07-12T13:29:13.286967+00:00,0001101239,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001101239.json
2026-07-12T13:29:14.312212+00:00,0001048695,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001048695.json
2026-07-12T13:29:15.219325+00:00,0000898173,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000898173.json
2026-07-12T13:29:16.608456+00:00,0000049196,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000049196.json
2026-07-12T13:29:18.008762+00:00,0000036270,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000036270.json
2026-07-12T13:29:18.942414+00:00,0001014473,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001014473.json
2026-07-12T13:29:20.236822+00:00,0001059556,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001059556.json
2026-07-12T13:29:21.182241+00:00,0001057352,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001057352.json
2026-07-12T13:29:22.236096+00:00,0001090727,1,,200,True,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001090727.json
